m,TagName,
"2020-12-01 00:00:00","javascript","18546"
"2020-12-01 00:00:00","assembly","316"
"2020-12-01 00:00:00","c#","6498"
"2020-12-01 00:00:00","c","2787"
"2020-12-01 00:00:00","c++","4841"
"2020-12-01 00:00:00","java","9365"
"2020-12-01 00:00:00","python","25585"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5566"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4958"
"2020-12-01 00:00:00","swift","2447"
"2021-01-01 00:00:00","java","9612"
"2021-01-01 00:00:00","javascript","19669"
"2021-01-01 00:00:00","c++","4536"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2755"
"2021-01-01 00:00:00","python","26529"
"2021-01-01 00:00:00","c#","6968"
"2021-01-01 00:00:00","r","5022"
"2021-01-01 00:00:00","php","5705"
"2021-01-01 00:00:00","ruby","589"
"2021-01-01 00:00:00","go","607"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2778"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","18044"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9208"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6602"
"2021-02-01 00:00:00","r","5046"
"2021-02-01 00:00:00","c","2364"
"2021-02-01 00:00:00","python","25098"
"2021-02-01 00:00:00","php","5288"
"2021-02-01 00:00:00","c++","4483"
"2021-02-01 00:00:00","go","629"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2733"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4754"
"2021-03-01 00:00:00","c","2670"
"2021-03-01 00:00:00","c#","7343"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19911"
"2021-03-01 00:00:00","java","10485"
"2021-03-01 00:00:00","go","830"
"2021-03-01 00:00:00","php","5620"
"2021-03-01 00:00:00","ruby","571"
"2021-03-01 00:00:00","python","28310"
"2021-03-01 00:00:00","swift","2915"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6091"
"2021-04-01 00:00:00","java","9556"
"2021-04-01 00:00:00","c#","6798"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18776"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4369"
"2021-04-01 00:00:00","c","2469"
"2021-04-01 00:00:00","php","5165"
"2021-04-01 00:00:00","python","26721"
"2021-04-01 00:00:00","swift","2541"
"2021-04-01 00:00:00","r","5632"
"2021-04-01 00:00:00","ruby","607"
"2021-04-01 00:00:00","delphi","187"
"2021-04-01 00:00:00","go","688"
"2021-05-01 00:00:00","c++","4627"
"2021-05-01 00:00:00","delphi","180"
"2021-05-01 00:00:00","java","9759"
"2021-05-01 00:00:00","c","2275"
"2021-05-01 00:00:00","python","26300"
"2021-05-01 00:00:00","c#","6600"
"2021-05-01 00:00:00","assembly","325"
"2021-05-01 00:00:00","go","704"
"2021-05-01 00:00:00","swift","2217"
"2021-05-01 00:00:00","javascript","18593"
"2021-05-01 00:00:00","perl","123"
"2021-05-01 00:00:00","r","5423"
"2021-05-01 00:00:00","ruby","449"
"2021-05-01 00:00:00","php","5137"
"2021-06-01 00:00:00","php","5359"
"2021-06-01 00:00:00","c#","6823"
"2021-06-01 00:00:00","go","677"
"2021-06-01 00:00:00","assembly","299"
"2021-06-01 00:00:00","c++","4393"
"2021-06-01 00:00:00","python","25626"
"2021-06-01 00:00:00","c","2095"
"2021-06-01 00:00:00","delphi","135"
"2021-06-01 00:00:00","javascript","18455"
"2021-06-01 00:00:00","java","9656"
"2021-06-01 00:00:00","ruby","482"
"2021-06-01 00:00:00","perl","163"
"2021-06-01 00:00:00","swift","2188"
"2021-06-01 00:00:00","r","5052"
